Time,Generated,From grid,C
2024-02-02 01:30:00,9.64,2359,2369
2024-02-02 02:00:00,10.3,2293,2303
2024-02-02 02:30:00,10.9,2260,2271
2024-02-02 03:00:00,11.6,2278,2290
2024-02-02 03:30:00,12.2,2363,2375
2024-02-02 04:00:00,12.9,2258,2271
2024-02-02 04:30:00,13.5,2291,2305
2024-02-02 05:00:00,14.1,2141,2155
2024-02-02 05:30:00,14.8,2286,2301
2024-02-02 06:00:00,15.4,4466,4481
2024-02-02 06:30:00,16.1,4066,4082
2024-02-02 07:00:00,16.7,3189,3206
2024-02-02 07:30:00,17.4,3503,3520
2024-02-02 08:00:00,18,3625,3643
2024-02-02 08:30:00,99,3182,3281
2024-02-02 09:00:00,318,3891,4209
2024-02-02 09:30:00,454,3157,3611
2024-02-02 10:00:00,712,3022,3734
2024-02-02 10:30:00,758,2509,3267
2024-02-02 11:00:00,903,2283,3186
2024-02-02 11:30:00,958,2287,3245
2024-02-02 12:00:00,920,1829,2749
2024-02-02 12:30:00,1858,2096,3954
2024-02-02 13:00:00,3511,370,3881
2024-02-02 13:30:00,3521,-1210,2311
2024-02-02 14:00:00,3384,-1085,2299
2024-02-02 14:30:00,2316,2130,4446
2024-02-02 15:00:00,2811,-283,2528
2024-02-02 15:30:00,2313,28,2341
2024-02-02 16:00:00,1904,722,2626
2024-02-02 16:30:00,1320,1598,2918
2024-02-02 17:00:00,587,1850,2437
2024-02-02 17:30:00,92,2428,2520
2024-02-02 18:00:00,5,2721,2726
2024-02-02 18:30:00,0,2570,2570
2024-02-02 19:00:00,0,2904,2904
2024-02-02 19:30:00,0,751,751
2024-02-02 20:00:00,0,2802,2802
2024-02-02 20:30:00,0,3301,3301
2024-02-02 21:00:00,0,2750,2750
2024-02-02 21:30:00,0,2441,2441
2024-02-02 22:00:00,0,2233,2233
2024-02-02 22:30:00,0,2733,2733
2024-02-02 23:00:00,0,2244,2244
2024-02-02 23:30:00,0,2221,2221
2024-02-03 00:00:00,0,2260,2260
2024-02-03 00:30:00,0,2349,2349
2024-02-03 01:00:00,0,2165,2165
2024-02-03 01:30:00,0,2185,2185
2024-02-03 02:00:00,0,2177,2177
2024-02-03 02:30:00,0,2181,2181
2024-02-03 03:00:00,0,2476,2476
2024-02-03 03:30:00,3.7,2291,2295
2024-02-03 04:00:00,7.4,211,218
2024-02-03 04:30:00,11.1,211,222
2024-02-03 05:00:00,14.8,211,226
2024-02-03 05:30:00,18.5,212,231
2024-02-03 06:00:00,22.2,4881,4903
2024-02-03 06:30:00,25.9,3803,3829
2024-02-03 07:00:00,29.6,3125,3155
2024-02-03 07:30:00,33.3,2867,2900
2024-02-03 08:00:00,37,2653,2690
2024-02-03 08:30:00,156,3028,3184
2024-02-03 09:00:00,221,4357,4578
2024-02-03 09:30:00,250,4937,5187
2024-02-03 10:00:00,300,4492,4792
2024-02-03 10:30:00,445,2148,2593
2024-02-03 11:00:00,648,2207,2855
2024-02-03 11:30:00,574,2136,2710
2024-02-03 12:00:00,704,1837,2541
2024-02-03 12:30:00,687,2869,3556
2024-02-03 13:00:00,744,2480,3224
2024-02-03 13:30:00,591,2331,2922
2024-02-03 14:00:00,670,2892,3562
2024-02-03 14:30:00,532,2030,2562
2024-02-03 15:00:00,535,2127,2662
2024-02-03 15:30:00,338,1888,2226
2024-02-03 16:00:00,253,2007,2260
2024-02-03 16:30:00,157,1942,2099
2024-02-03 17:00:00,131,2949,3080
2024-02-03 17:30:00,39,2645,2684
2024-02-03 18:00:00,0,2962,2962
2024-02-03 18:30:00,1.11,2642,2643
2024-02-03 19:00:00,2.21,2903,2905
2024-02-03 19:30:00,3.32,2579,2582
2024-02-03 20:00:00,4.43,2130,2134
2024-02-03 20:30:00,5.54,2448,2454
2024-02-03 21:00:00,6.64,2032,2039
2024-02-03 21:30:00,7.75,2342,2350
2024-02-03 22:00:00,8.86,2347,2356
2024-02-03 22:30:00,9.96,2358,2368
2024-02-03 23:00:00,11.1,292,303
2024-02-03 23:30:00,12.2,202,214
2024-02-04 00:00:00,13.3,208,221
2024-02-04 00:30:00,14.4,209,223
2024-02-04 01:00:00,15.5,208,224
2024-02-04 01:30:00,16.6,2881,2898
2024-02-04 02:00:00,17.7,2875,2893
2024-02-04 02:30:00,18.8,2697,2716
2024-02-04 03:00:00,19.9,2808,2828
2024-02-04 03:30:00,21,2860,2881
2024-02-04 04:00:00,22.1,2969,2991
2024-02-04 04:30:00,23.3,2956,2979
2024-02-04 05:00:00,24.4,2752,2776
2024-02-04 05:30:00,25.5,2872,2897
2024-02-04 06:00:00,26.6,4508,4535
2024-02-04 06:30:00,27.7,3627,3655
2024-02-04 07:00:00,28.8,2644,2673
2024-02-04 07:30:00,29.9,2821,2851
2024-02-04 08:00:00,31,2808,2839
2024-02-04 08:30:00,101,2576,2677
2024-02-04 09:00:00,152,3080,3232
2024-02-04 09:30:00,233,3889,4122
2024-02-04 10:00:00,304,6298,6602
2024-02-04 10:30:00,398,2868,3266
2024-02-04 11:00:00,465,3069,3534
2024-02-04 11:30:00,589,2491,3080
2024-02-04 12:00:00,609,2393,3002
2024-02-04 12:30:00,677,2446,3123
2024-02-04 13:00:00,602,3028,3630
2024-02-04 13:30:00,723,1417,2140
2024-02-04 14:00:00,631,3584,4215
2024-02-04 14:30:00,581,1539,2120
2024-02-04 15:00:00,456,-224,232
2024-02-04 15:30:00,430,2496,2926
2024-02-04 16:00:00,223,601,824
2024-02-04 16:30:00,236,654,890
2024-02-04 17:00:00,90,2996,3086
2024-02-04 17:30:00,27,2432,2459
2024-02-04 18:00:00,0,4482,4482
2024-02-04 18:30:00,1.04,3934,3935
2024-02-04 19:00:00,2.07,4218,4220
2024-02-04 19:30:00,3.11,2553,2556
2024-02-04 20:00:00,4.14,2782,2786
2024-02-04 20:30:00,5.18,2534,2539
2024-02-04 21:00:00,6.21,2595,2601
2024-02-04 21:30:00,7.25,2713,2720
2024-02-04 22:00:00,8.29,2786,2794
2024-02-04 22:30:00,9.32,2330,2339
2024-02-04 23:00:00,10.4,2798,2808
2024-02-04 23:30:00,11.4,2888,2899
2024-02-05 00:00:00,12.4,2884,2896
2024-02-05 00:30:00,13.5,2864,2877
2024-02-05 01:00:00,14.5,2891,2906
2024-02-05 01:30:00,15.5,2703,2719
2024-02-05 02:00:00,16.6,2805,2822
2024-02-05 02:30:00,17.6,2825,2843
2024-02-05 03:00:00,18.6,301,320
2024-02-05 03:30:00,19.7,291,311
2024-02-05 04:00:00,20.7,213,234
2024-02-05 04:30:00,21.8,216,238
2024-02-05 05:00:00,22.8,209,232
2024-02-05 05:30:00,23.8,298,322
2024-02-05 06:00:00,24.9,4457,4482
2024-02-05 06:30:00,25.9,4199,4225
2024-02-05 07:00:00,26.9,2964,2991
2024-02-05 07:30:00,28,2956,2984
2024-02-05 08:00:00,29,4356,4385
2024-02-05 08:30:00,91,3597,3688
2024-02-05 09:00:00,158,3343,3501
2024-02-05 09:30:00,262,3209,3471
2024-02-05 10:00:00,381,3075,3456
2024-02-05 10:30:00,377,2475,2852
2024-02-05 11:00:00,413,3232,3645
2024-02-05 11:30:00,483,2024,2507
2024-02-05 12:00:00,599,2128,2727
2024-02-05 12:30:00,639,3306,3945
2024-02-05 13:00:00,599,2420,3019
2024-02-05 13:30:00,716,2173,2889
2024-02-05 14:00:00,622,3176,3798
2024-02-05 14:30:00,614,1283,1897
2024-02-05 15:00:00,433,1592,2025
2024-02-05 15:30:00,581,1362,1943
2024-02-05 16:00:00,335,1575,1910
2024-02-05 16:30:00,165,1668,1833
2024-02-05 17:00:00,81,1751,1832
2024-02-05 17:30:00,23,1801,1824
2024-02-05 18:00:00,0,1909,1909
2024-02-05 18:30:00,0.75,1976,1977
2024-02-05 19:00:00,1.5,1891,1893
2024-02-05 19:30:00,2.25,3192,3194
2024-02-05 20:00:00,3,2936,2939
2024-02-05 20:30:00,3.75,2519,2523
2024-02-05 21:00:00,4.5,2546,2551
2024-02-05 21:30:00,5.25,2493,2498
2024-02-05 22:00:00,6,2440,2446
2024-02-05 22:30:00,6.75,2587,2594
2024-02-05 23:00:00,7.5,2287,2295
2024-02-05 23:30:00,8.25,2355,2363
2024-02-06 00:00:00,9,2215,2224
2024-02-06 00:30:00,9.75,2287,2297
2024-02-06 01:00:00,10.5,2122,2133
2024-02-06 01:30:00,11.3,2195,2206
2024-02-06 02:00:00,12,2159,2171
2024-02-06 02:30:00,12.8,2279,2292
2024-02-06 03:00:00,13.5,294,308
2024-02-06 03:30:00,14.3,209,223
2024-02-06 04:00:00,15,210,225
2024-02-06 04:30:00,15.8,211,227
2024-02-06 05:00:00,16.5,209,226
2024-02-06 05:30:00,17.3,298,315
2024-02-06 06:00:00,18,4758,4776
2024-02-06 06:30:00,18.8,3768,3787
2024-02-06 07:00:00,19.5,2953,2973
2024-02-06 07:30:00,20.3,3082,3102
2024-02-06 08:00:00,21,3747,3768
2024-02-06 08:30:00,84,2963,3047
2024-02-06 09:00:00,157,2341,2498
2024-02-06 09:30:00,230,2608,2838
2024-02-06 10:00:00,324,2775,3099
2024-02-06 10:30:00,450,2321,2771
2024-02-06 11:00:00,738,2056,2794
2024-02-06 11:30:00,877,2191,3068
2024-02-06 12:00:00,726,1979,2705
2024-02-06 12:30:00,591,2081,2672
2024-02-06 13:00:00,508,3180,3688
2024-02-06 13:30:00,409,2825,3234
2024-02-06 14:00:00,535,2713,3248
2024-02-06 14:30:00,461,2616,3077
2024-02-06 15:00:00,429,2436,2865
2024-02-06 15:30:00,328,1659,1987
2024-02-06 16:00:00,325,2001,2326
2024-02-06 16:30:00,689,2371,3060
2024-02-06 17:00:00,236,2872,3108
2024-02-06 17:30:00,70,2190,2260
2024-02-06 18:00:00,0,2304,2304
2024-02-06 18:30:00,0,2973,2973
2024-02-06 19:00:00,0,3992,3992
2024-02-06 19:30:00,1.62,2852,2854
2024-02-06 20:00:00,3.23,3067,3070
2024-02-06 20:30:00,4.85,2726,2731
2024-02-06 21:00:00,6.46,2928,2934
2024-02-06 21:30:00,8.08,2828,2836
2024-02-06 22:00:00,9.69,2682,2692
2024-02-06 22:30:00,11.3,2309,2320
2024-02-06 23:00:00,12.9,397,410
2024-02-06 23:30:00,14.5,365,380
2024-02-07 00:00:00,16.2,159,175
2024-02-07 00:30:00,17.8,150,168
2024-02-07 01:00:00,19.4,146,165
2024-02-07 01:30:00,21,236,257
2024-02-07 02:00:00,22.6,222,245
2024-02-07 02:30:00,24.2,144,168
2024-02-07 03:00:00,25.8,142,168
2024-02-07 03:30:00,27.5,144,171
2024-02-07 04:00:00,29.1,249,278
2024-02-07 04:30:00,30.7,220,251
2024-02-07 05:00:00,32.3,146,178
2024-02-07 05:30:00,33.9,146,180
2024-02-07 06:00:00,35.5,4535,4571
2024-02-07 06:30:00,37.2,2953,2990
2024-02-07 07:00:00,38.8,2905,2944
2024-02-07 07:30:00,40.4,2845,2885
2024-02-07 08:00:00,42,2670,2712
2024-02-07 08:30:00,89,3443,3532
2024-02-07 09:00:00,152,2392,2544
2024-02-07 09:30:00,348,2536,2884
2024-02-07 10:00:00,384,2337,2721
2024-02-07 10:30:00,515,2252,2767
2024-02-07 11:00:00,568,1800,2368
2024-02-07 11:30:00,801,1733,2534
2024-02-07 12:00:00,1149,2150,3299
2024-02-07 12:30:00,1127,1863,2990
2024-02-07 13:00:00,1301,1516,2817
2024-02-07 13:30:00,1872,900,2772
2024-02-07 14:00:00,2740,428,3168
2024-02-07 14:30:00,2792,-351,2441
2024-02-07 15:00:00,2796,-139,2657
2024-02-07 15:30:00,2635,-286,2349
2024-02-07 16:00:00,1625,425,2050
2024-02-07 16:30:00,407,1644,2051
2024-02-07 17:00:00,316,1802,2118
2024-02-07 17:30:00,66,2039,2105
2024-02-07 18:00:00,3,2426,2429
2024-02-07 18:30:00,0,2279,2279
2024-02-07 19:00:00,4.07,2888,2892
2024-02-07 19:30:00,8.15,3738,3746
2024-02-07 20:00:00,12.2,2643,2655
2024-02-07 20:30:00,16.3,2730,2746
2024-02-07 21:00:00,20.4,2662,2682
2024-02-07 21:30:00,24.4,2796,2820
2024-02-07 22:00:00,28.5,2621,2650
2024-02-07 22:30:00,32.6,2523,2556
2024-02-07 23:00:00,36.7,2353,2390
2024-02-07 23:30:00,40.7,2424,2465
2024-02-08 00:00:00,44.8,2307,2352
2024-02-08 00:30:00,48.9,2121,2170
2024-02-08 01:00:00,53,2239,2292
2024-02-08 01:30:00,57,2102,2159
2024-02-08 02:00:00,61.1,2305,2366
2024-02-08 02:30:00,65.2,2197,2262
2024-02-08 03:00:00,69.3,2142,2211
2024-02-08 03:30:00,73.3,2223,2296
2024-02-08 04:00:00,77.4,2195,2272
2024-02-08 04:30:00,81.5,2375,2456
2024-02-08 05:00:00,85.6,2261,2347
2024-02-08 05:30:00,89.6,210,300
2024-02-08 06:00:00,93.7,4638,4732
2024-02-08 06:30:00,97.8,3113,3211
2024-02-08 07:00:00,102,2985,3087
2024-02-08 07:30:00,106,3296,3402
2024-02-08 08:00:00,110,3388,3498
2024-02-08 08:30:00,399,3332,3731
2024-02-08 09:00:00,744,2347,3091
2024-02-08 09:30:00,715,1857,2572
2024-02-08 10:00:00,973,1566,2539
2024-02-08 10:30:00,1788,2799,4587
2024-02-08 11:00:00,2673,-289,2384
2024-02-08 11:30:00,3173,-1023,2150
2024-02-08 12:00:00,3256,-1173,2083
2024-02-08 12:30:00,1528,591,2119
2024-02-08 13:00:00,1316,2563,3879
2024-02-08 13:30:00,1820,806,2626
2024-02-08 14:00:00,1321,695,2016
2024-02-08 14:30:00,774,1231,2005
2024-02-08 15:00:00,612,1459,2071
2024-02-08 15:30:00,1219,843,2062
2024-02-08 16:00:00,1040,941,1981
2024-02-08 16:30:00,368,1626,1994
2024-02-08 17:00:00,49,1909,1958
2024-02-08 17:30:00,19,1563,1582
2024-02-08 18:00:00,0,1906,1906
2024-02-08 18:30:00,0,1881,1881
2024-02-08 19:00:00,0,3085,3085
2024-02-08 19:30:00,0,3679,3679
2024-02-08 20:00:00,0,3226,3226
2024-02-08 20:30:00,0,2338,2338
2024-02-08 21:00:00,0,634,634
2024-02-08 21:30:00,0,634,634
2024-02-08 22:00:00,0,2418,2418
2024-02-08 22:30:00,0,2254,2254
2024-02-08 23:00:00,0,398,398
2024-02-08 23:30:00,0,378,378
2024-02-09 00:00:00,0,254,254
2024-02-09 00:30:00,0,156,156
2024-02-09 01:00:00,0,152,152
2024-02-09 01:30:00,0,147,147
2024-02-09 02:00:00,0,148,148
2024-02-09 02:30:00,0,236,236
2024-02-09 03:00:00,0,231,231
2024-02-09 03:30:00,1.6,150,152
2024-02-09 04:00:00,3.2,150,153
2024-02-09 04:30:00,4.8,147,152
2024-02-09 05:00:00,6.4,147,153
2024-02-09 05:30:00,8,233,241
2024-02-09 06:00:00,9.6,4965,4975
2024-02-09 06:30:00,11.2,2690,2701
2024-02-09 07:00:00,12.8,2308,2321
2024-02-09 07:30:00,14.4,2323,2337
2024-02-09 08:00:00,16,2198,2214
2024-02-09 08:30:00,55,2272,2327
2024-02-09 09:00:00,85,2889,2974
2024-02-09 09:30:00,154,2684,2838
2024-02-09 10:00:00,175,2430,2605
2024-02-09 10:30:00,307,2107,2414
2024-02-09 11:00:00,431,4128,4559
2024-02-09 11:30:00,1167,1723,2890
2024-02-09 12:00:00,2286,180,2466
2024-02-09 12:30:00,1010,1593,2603
2024-02-09 13:00:00,1748,-1096,652
2024-02-09 13:30:00,1955,277,2232
2024-02-09 14:00:00,1551,1369,2920
2024-02-09 14:30:00,1845,1103,2948
2024-02-09 15:00:00,1120,-458,662
2024-02-09 15:30:00,2812,-2135,677
2024-02-09 16:00:00,2247,-1558,689
2024-02-09 16:30:00,198,1011,1209
2024-02-09 17:00:00,266,316,582
2024-02-09 17:30:00,50,1601,1651
2024-02-09 18:00:00,23,1639,1662
2024-02-09 18:30:00,15.3,1592,1607
2024-02-09 19:00:00,7.67,1544,1552
2024-02-09 19:30:00,0,1497,1497
2024-02-09 20:00:00,1.17,815,816
2024-02-09 20:30:00,2.33,938,940
2024-02-09 21:00:00,3.5,890,894
2024-02-09 21:30:00,4.67,817,822
2024-02-09 22:00:00,5.83,790,796
2024-02-09 22:30:00,7,868,875
2024-02-09 23:00:00,8.17,2382,2390
2024-02-09 23:30:00,9.33,2369,2378
2024-02-10 00:00:00,10.5,2136,2147
2024-02-10 00:30:00,11.7,2219,2231
2024-02-10 01:00:00,12.8,2295,2308
2024-02-10 01:30:00,14,2297,2311
2024-02-10 02:00:00,15.2,2107,2122
2024-02-10 02:30:00,16.3,144,160
2024-02-10 03:00:00,17.5,145,163
2024-02-10 03:30:00,18.7,248,267
2024-02-10 04:00:00,19.8,233,253
2024-02-10 04:30:00,21,145,166
2024-02-10 05:00:00,22.2,141,163
2024-02-10 05:30:00,23.3,147,170
2024-02-10 06:00:00,24.5,2437,2462
2024-02-10 06:30:00,25.7,1941,1967
2024-02-10 07:00:00,26.8,2408,2435
2024-02-10 07:30:00,28,1955,1983
2024-02-10 08:00:00,125,1813,1938
2024-02-10 08:30:00,519,2447,2966
2024-02-10 09:00:00,324,3717,4041
2024-02-10 09:30:00,490,1591,2081
2024-02-10 10:00:00,853,3364,4217
2024-02-10 10:30:00,772,3361,4133
2024-02-10 11:00:00,840,3254,4094
2024-02-10 11:30:00,2184,377,2561
2024-02-10 12:00:00,3746,-66,3680
2024-02-10 12:30:00,3781,-2041,1740
2024-02-10 13:00:00,3586,-1251,2335
2024-02-10 13:30:00,3771,-1460,2311
2024-02-10 14:00:00,3763,-1723,2040
2024-02-10 14:30:00,3486,-2654,832
2024-02-10 15:00:00,3222,-2563,659
2024-02-10 15:30:00,2823,-2307,516
2024-02-10 16:00:00,2330,-304,2026
2024-02-10 16:30:00,1770,798,2568
2024-02-10 17:00:00,1114,979,2093
2024-02-10 17:30:00,80,1981,2061
2024-02-10 18:00:00,10,2465,2475
2024-02-10 18:30:00,0,2455,2455
2024-02-10 19:00:00,0.731,2718,2719
2024-02-10 19:30:00,1.46,2656,2657
2024-02-10 20:00:00,2.19,756,758
2024-02-10 20:30:00,2.92,2166,2169
2024-02-10 21:00:00,3.65,4207,4211
2024-02-10 21:30:00,4.38,2159,2163
2024-02-10 22:00:00,5.12,4147,4152
2024-02-10 22:30:00,5.85,4220,4226
2024-02-10 23:00:00,6.58,2265,2272
2024-02-10 23:30:00,7.31,2198,2205
2024-02-11 00:00:00,8.04,2354,2362
2024-02-11 00:30:00,8.77,514,523
2024-02-11 01:00:00,9.5,2967,2977
2024-02-11 01:30:00,10.2,2867,2877
2024-02-11 02:00:00,11,2872,2883
2024-02-11 02:30:00,11.7,2812,2824
2024-02-11 03:00:00,12.4,2834,2846
2024-02-11 03:30:00,13.2,2791,2804
2024-02-11 04:00:00,13.9,2782,2796
2024-02-11 04:30:00,14.6,2777,2792
2024-02-11 05:00:00,15.3,3014,3029
2024-02-11 05:30:00,16.1,2813,2829
2024-02-11 06:00:00,16.8,4664,4681
2024-02-11 06:30:00,17.5,2948,2966
2024-02-11 07:00:00,18.3,2540,2558
2024-02-11 07:30:00,19,2683,2702
2024-02-11 08:00:00,112,2613,2725
2024-02-11 08:30:00,334,2175,2509
2024-02-11 09:00:00,583,1961,2544
2024-02-11 09:30:00,473,2031,2504
2024-02-11 10:00:00,1248,5900,7148
2024-02-11 10:30:00,2401,239,2640
2024-02-11 11:00:00,3062,2385,5447
2024-02-11 11:30:00,3376,-975,2401
2024-02-11 12:00:00,3600,-909,2691
2024-02-11 12:30:00,3778,-1256,2522
2024-02-11 13:00:00,3901,-1564,2337
2024-02-11 13:30:00,3883,-1368,2515
2024-02-11 14:00:00,3734,-1871,1863
2024-02-11 14:30:00,2851,1271,4122
2024-02-11 15:00:00,2590,-544,2046
2024-02-11 15:30:00,2922,-813,2109
2024-02-11 16:00:00,2401,-358,2043
2024-02-11 16:30:00,1658,369,2027
2024-02-11 17:00:00,409,1861,2270
2024-02-11 17:30:00,123,2139,2262
2024-02-11 18:00:00,12,669,681
2024-02-11 18:30:00,0,968,968
2024-02-11 19:00:00,0.923,2553,2554
2024-02-11 19:30:00,1.85,2537,2539
2024-02-11 20:00:00,2.77,2561,2564
2024-02-11 20:30:00,3.69,2453,2457
2024-02-11 21:00:00,4.62,2427,2432
2024-02-11 21:30:00,5.54,2433,2439
2024-02-11 22:00:00,6.46,849,855
2024-02-11 22:30:00,7.38,866,873
2024-02-11 23:00:00,8.31,405,413
2024-02-11 23:30:00,9.23,365,374
2024-02-12 00:00:00,10.2,164,174
2024-02-12 00:30:00,11.1,150,161
2024-02-12 01:00:00,12,144,156
2024-02-12 01:30:00,12.9,145,158
2024-02-12 02:00:00,13.8,240,254
2024-02-12 02:30:00,14.8,226,241
2024-02-12 03:00:00,15.7,148,164
2024-02-12 03:30:00,16.6,149,166
2024-02-12 04:00:00,17.5,148,166
2024-02-12 04:30:00,18.5,239,257
2024-02-12 05:00:00,19.4,229,248
2024-02-12 05:30:00,20.3,143,163
2024-02-12 06:00:00,21.2,4551,4572
2024-02-12 06:30:00,22.2,4063,4085
2024-02-12 07:00:00,23.1,2777,2800
2024-02-12 07:30:00,24,2673,2697
2024-02-12 08:00:00,103,3203,3306
2024-02-12 08:30:00,301,2903,3204
2024-02-12 09:00:00,762,2115,2877
2024-02-12 09:30:00,649,2149,2798
2024-02-12 10:00:00,933,1893,2826
2024-02-12 10:30:00,1446,2874,4320
2024-02-12 11:00:00,2968,16,2984
2024-02-12 11:30:00,2988,-97,2891
2024-02-12 12:00:00,3524,715,4239
2024-02-12 12:30:00,3633,602,4235
2024-02-12 13:00:00,3704,718,4422
2024-02-12 13:30:00,3708,650,4358
2024-02-12 14:00:00,3672,515,4187
2024-02-12 14:30:00,3487,553,4040
2024-02-12 15:00:00,3192,-465,2727
2024-02-12 15:30:00,2826,2032,4858
2024-02-12 16:00:00,2392,-221,2171
2024-02-12 16:30:00,1850,-1617,233
2024-02-12 17:00:00,1241,-928,313
2024-02-12 17:30:00,287,1349,1636
2024-02-12 18:00:00,19,273,292
2024-02-12 18:30:00,0,2157,2157
2024-02-12 19:00:00,0.808,2266,2267
2024-02-12 19:30:00,1.62,2401,2403
2024-02-12 20:00:00,2.42,4281,4283
2024-02-12 20:30:00,3.23,4299,4302
2024-02-12 21:00:00,4.04,2597,2601
2024-02-12 21:30:00,4.85,2590,2595
2024-02-12 22:00:00,5.65,605,611
2024-02-12 22:30:00,6.46,627,633
2024-02-12 23:00:00,7.27,406,413
2024-02-12 23:30:00,8.08,372,380
2024-02-13 00:00:00,8.88,294,303
2024-02-13 00:30:00,9.69,152,162
2024-02-13 01:00:00,10.5,149,160
2024-02-13 01:30:00,11.3,149,160
2024-02-13 02:00:00,12.1,233,245
2024-02-13 02:30:00,12.9,143,156
2024-02-13 03:00:00,13.7,142,156
2024-02-13 03:30:00,14.5,149,164
2024-02-13 04:00:00,15.3,149,164
2024-02-13 04:30:00,16.2,232,248
2024-02-13 05:00:00,17,149,166
2024-02-13 05:30:00,17.8,149,167
2024-02-13 06:00:00,18.6,1535,1554
2024-02-13 06:30:00,19.4,3736,3755
2024-02-13 07:00:00,20.2,3032,3052
2024-02-13 07:30:00,21,2704,2725
2024-02-13 08:00:00,131,2479,2610
2024-02-13 08:30:00,342,1974,2316
2024-02-13 09:00:00,604,3488,4092
2024-02-13 09:30:00,593,1532,2125
2024-02-13 10:00:00,1143,1443,2586
2024-02-13 10:30:00,2366,-328,2038
2024-02-13 11:00:00,2910,-286,2624
2024-02-13 11:30:00,3177,-2394,783
2024-02-13 12:00:00,3380,-803,2577
2024-02-13 12:30:00,3543,-1118,2425
2024-02-13 13:00:00,3637,-1167,2470
2024-02-13 13:30:00,3637,-1958,1679
2024-02-13 14:00:00,3520,-3286,234
2024-02-13 14:30:00,3329,-1399,1930
2024-02-13 15:00:00,3078,-1147,1931
2024-02-13 15:30:00,2737,-641,2096
2024-02-13 16:00:00,2293,-259,2034
2024-02-13 16:30:00,1766,675,2441
2024-02-13 17:00:00,1159,-812,347
2024-02-13 17:30:00,290,957,1247
2024-02-13 18:00:00,20,2179,2199
2024-02-13 18:30:00,0,2511,2511
2024-02-13 19:00:00,1.15,2548,2549
2024-02-13 19:30:00,2.31,2212,2214
2024-02-13 20:00:00,3.46,1906,1909
2024-02-13 20:30:00,4.62,2495,2500
2024-02-13 21:00:00,5.77,2548,2554
2024-02-13 21:30:00,6.92,660,667
2024-02-13 22:00:00,8.08,582,590
2024-02-13 22:30:00,9.23,464,473
2024-02-13 23:00:00,10.4,320,330
2024-02-13 23:30:00,11.5,257,269
2024-02-14 00:00:00,12.7,236,249
2024-02-14 00:30:00,13.8,146,160
2024-02-14 01:00:00,15,147,162
2024-02-14 01:30:00,16.2,145,161
2024-02-14 02:00:00,17.3,145,162
2024-02-14 02:30:00,18.5,233,251
2024-02-14 03:00:00,19.6,232,252
2024-02-14 03:30:00,20.8,147,168
2024-02-14 04:00:00,21.9,149,171
2024-02-14 04:30:00,23.1,151,174
2024-02-14 05:00:00,24.2,243,267
2024-02-14 05:30:00,25.4,230,255
2024-02-14 06:00:00,26.5,1539,1566
2024-02-14 06:30:00,27.7,3871,3899
2024-02-14 07:00:00,28.8,2898,2927
2024-02-14 07:30:00,30,2320,2350
2024-02-14 08:00:00,167,4082,4249
2024-02-14 08:30:00,380,1978,2358
2024-02-14 09:00:00,663,1518,2181
2024-02-14 09:30:00,755,-532,223
2024-02-14 10:00:00,1245,1037,2282
2024-02-14 10:30:00,2358,-387,1971
2024-02-14 11:00:00,2883,474,3357
2024-02-14 11:30:00,3269,-90,3179
2024-02-14 12:00:00,3403,-3024,379
